Species1,n1,s1,e1,l1,Species2,n2,s2,e2,l2,Dist
A4,81,440994,446027,5034,A4,85,461078,466100,5023,0.0033959249
A4,82,446028,451045,5018,A4,85,461078,466100,5023,0.0005979669
A4,83,451046,456063,5018,A4,85,461078,466100,5023,0.0007972892
A4,84,456064,461077,5014,A4,85,461078,466100,5023,0.0003989627
ISO1,1,30629,35521,4893,A4,86,466101,470764,4664,0.0048986863
ISO1,2,35522,40585,5064,A4,86,466101,470764,4664,0.0049356223
ISO1,3,40586,45646,5061,A4,86,466101,470764,4664,0.0047220434
ISO1,4,45647,50708,5062,A4,86,466101,470764,4664,0.0049356223
ISO1,6,64750,69811,5062,A4,86,466101,470764,4664,0.0051502146
ISO1,7,69812,74872,5061,A4,86,466101,470764,4664,0.0047220434
ISO1,8,74873,79933,5061,A4,86,466101,470764,4664,0.0049366817
ISO1,9,79934,84994,5061,A4,86,466101,470764,4664,0.0047220434
ISO1,10,84995,90055,5061,A4,86,466101,470764,4664,0.0049366817
ISO1,11,90056,95116,5061,A4,86,466101,470764,4664,0.0049366817
ISO1,12,95117,100177,5061,A4,86,466101,470764,4664,0.0047220434
ISO1,13,100178,105238,5061,A4,86,466101,470764,4664,0.0049366817
ISO1,14,105239,110278,5040,A4,86,466101,470764,4664,0.0045103093
ISO1,15,110279,115322,5044,A4,86,466101,470764,4664,0.0034334764
ISO1,16,115323,120367,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,17,120368,125412,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,18,125413,130457,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,19,130458,135497,5040,A4,86,466101,470764,4664,0.0032195750
ISO1,20,135498,140544,5047,A4,86,466101,470764,4664,0.0030036473
ISO1,21,140545,145565,5021,A4,86,466101,470764,4664,0.0030133448
ISO1,22,145566,150587,5022,A4,86,466101,470764,4664,0.0027963003
ISO1,23,150588,155609,5022,A4,86,466101,470764,4664,0.0027963003
ISO1,24,155610,160651,5042,A4,86,466101,470764,4664,0.0027920962
ISO1,25,160652,165693,5042,A4,86,466101,470764,4664,0.0025773196
ISO1,26,165694,170724,5031,A4,86,466101,470764,4664,0.0027920962
ISO1,27,170725,175758,5034,A4,86,466101,470764,4664,0.0030036473
ISO1,28,175759,180794,5036,A4,86,466101,470764,4664,0.0027879048
ISO1,29,180795,185839,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,30,185840,190882,5043,A4,86,466101,470764,4664,0.0027902983
ISO1,31,190883,195908,5026,A4,86,466101,470764,4664,0.0049430475
ISO1,32,195909,200944,5036,A4,86,466101,470764,4664,0.0027879048
ISO1,33,200945,205989,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,34,205990,211027,5038,A4,86,466101,470764,4664,0.0032230339
ISO1,35,211028,216069,5042,A4,86,466101,470764,4664,0.0038643195
ISO1,36,216070,221113,5044,A4,86,466101,470764,4664,0.0034334764
ISO1,37,221114,226158,5045,A4,86,466101,470764,4664,0.0034327398
ISO1,38,226159,231203,5045,A4,86,466101,470764,4664,0.0034327398
ISO1,39,231204,236248,5045,A4,86,466101,470764,4664,0.0036472860
ISO1,40,236249,241293,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,41,241294,246338,5045,A4,86,466101,470764,4664,0.0036472860
ISO1,42,246339,251383,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,43,251384,256422,5039,A4,86,466101,470764,4664,0.0036519871
ISO1,44,256423,261437,5015,A4,86,466101,470764,4664,0.0036709134
ISO1,45,261438,266482,5045,A4,86,466101,470764,4664,0.0034327398
ISO1,46,266483,271497,5015,A4,86,466101,470764,4664,0.0036709134
ISO1,47,271498,276542,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,48,276543,281589,5047,A4,86,466101,470764,4664,0.0030023590
ISO1,49,281590,286634,5045,A4,86,466101,470764,4664,0.0030036473
ISO1,50,286635,291684,5050,A4,86,466101,470764,4664,0.0032188841
ISO1,51,291685,296729,5045,A4,86,466101,470764,4664,0.0042909247
ISO1,52,296730,301774,5045,A4,86,466101,470764,4664,0.0032181935
ISO1,53,301775,306819,5045,A4,86,466101,470764,4664,0.0038618322
ISO1,54,306820,311869,5050,A4,86,466101,470764,4664,0.0032188841
ISO1,55,311870,316919,5050,A4,86,466101,470764,4664,0.0040772532
ISO1,56,316920,321971,5052,A4,86,466101,470764,4664,0.0042900043
ISO1,57,321972,327021,5050,A4,86,466101,470764,4664,0.0040772532
ISO1,58,327022,332066,5045,A4,86,466101,470764,4664,0.0040763785
ISO1,59,332067,337113,5047,A4,86,466101,470764,4664,0.0032195750
ISO1,60,337114,342473,5360,A4,86,466101,470764,4664,0.0042900043
ISO1,61,342474,347536,5063,A4,86,466101,470764,4664,0.0042918455
ISO1,62,347537,352584,5048,A4,86,466101,470764,4664,0.0038626609
ISO1,63,352585,357631,5047,A4,86,466101,470764,4664,0.0042927667
ISO1,64,357632,362683,5052,A4,86,466101,470764,4664,0.0053625054
ISO1,65,362684,368037,5354,A4,86,466101,470764,4664,0.0032168132
ISO1,66,368038,373098,5061,A4,86,466101,470764,4664,0.0038601759
ISO1,67,373099,378146,5048,A4,86,466101,470764,4664,0.0051524259
ISO1,68,378147,382223,4077,A4,86,466101,470764,4664,0.0054026241
ISO1,69,382224,386263,4040,A4,86,466101,470764,4664,0.0054545455
ISO1,70,386264,391320,5057,A4,86,466101,470764,4664,0.0047179927
ISO1,71,391321,396373,5053,A4,86,466101,470764,4664,0.0042890843
ISO1,72,396374,401428,5055,A4,86,466101,470764,4664,0.0045035385
ISO1,73,401429,406464,5036,A4,86,466101,470764,4664,0.0058139535
ISO1,74,406465,411500,5036,A4,86,466101,470764,4664,0.0053832903
ISO1,75,411501,416554,5054,A4,86,466101,470764,4664,0.0049335049
ISO1,76,416555,421609,5055,A4,86,466101,470764,4664,0.0049324469
ISO1,78,434234,439288,5055,A4,86,466101,470764,4664,0.0047179927
ISO1,79,439289,444341,5053,A4,86,466101,470764,4664,0.0049324469
ISO1,80,444342,449394,5053,A4,86,466101,470764,4664,0.0047179927
ISO1,81,449395,454447,5053,A4,86,466101,470764,4664,0.0049324469
ISO1,82,454448,459500,5053,A4,86,466101,470764,4664,0.0047179927
ISO1,83,459501,464563,5063,A4,86,466101,470764,4664,0.0040746301
ISO1,84,464564,469616,5053,A4,86,466101,470764,4664,0.0042890843
ISO1,85,469617,474669,5053,A4,86,466101,470764,4664,0.0047179927
ISO1,87,482384,487448,5065,A4,86,466101,470764,4664,0.0047179927
ISO1,88,487449,492492,5044,A4,86,466101,470764,4664,0.0045219638
ISO1,89,492493,497531,5039,A4,86,466101,470764,4664,0.0040921818
ISO1,90,497532,502586,5055,A4,86,466101,470764,4664,0.0042890843
ISO1,91,502587,507642,5056,A4,86,466101,470764,4664,0.0049324469
ISO1,92,507643,512696,5054,A4,86,466101,470764,4664,0.0047190047
ISO1,93,512697,517745,5049,A4,86,466101,470764,4664,0.0030030030
ISO1,94,517746,522579,4834,A4,86,466101,470764,4664,0.0069662921
ISO1,95,522580,527421,4842,A4,86,466101,470764,4664,0.0078510543
ISO1,96,527422,532470,5049,A4,86,466101,470764,4664,0.0045074050
ISO1,97,532471,537316,4846,A4,86,466101,470764,4664,0.0080789946
ISO1,98,537317,542156,4840,A4,86,466101,470764,4664,0.0083034111
ISO1,99,542157,547206,5050,A4,86,466101,470764,4664,0.0062325381
ISO1,100,547207,552047,4841,A4,86,466101,470764,4664,0.0080880701
ISO1,101,552048,556887,4840,A4,86,466101,470764,4664,0.0083034111
ISO1,102,556888,561721,4834,A4,86,466101,470764,4664,0.0101123596
ISO1,103,561722,566767,5046,A4,86,466101,470764,4664,0.0045074050
ISO1,104,566768,571813,5046,A4,86,466101,470764,4664,0.0049345634
ISO1,105,571814,576859,5046,A4,86,466101,470764,4664,0.0040763785
ISO1,106,576860,581905,5046,A4,86,466101,470764,4664,0.0040763785
ISO1,107,581906,586739,4834,A4,86,466101,470764,4664,0.0069662921
ISO1,108,586740,591785,5046,A4,86,466101,470764,4664,0.0040781284
ISO1,109,591786,596631,4846,A4,86,466101,470764,4664,0.0083034111
ISO1,110,596632,601677,5046,A4,86,466101,470764,4664,0.0045074050
ISO1,111,601678,606721,5044,A4,86,466101,470764,4664,0.0047220434
ISO1,112,606722,611766,5045,A4,86,466101,470764,4664,0.0047220434
A4,1,30943,35996,5054,A4,86,466101,470764,4664,0.0047291488
A4,2,35997,41057,5061,A4,86,466101,470764,4664,0.0049366817
A4,3,41058,46120,5063,A4,86,466101,470764,4664,0.0053659584
A4,4,46121,51184,5064,A4,86,466101,470764,4664,0.0057939914
A4,5,51185,56230,5046,A4,86,466101,470764,4664,0.0040772532
A4,6,56231,61272,5042,A4,86,466101,470764,4664,0.0030055818
A4,7,61273,66317,5045,A4,86,466101,470764,4664,0.0038618322
A4,8,66318,70985,4668,A4,86,466101,470764,4664,0.0012867253
A4,9,70986,76001,5016,A4,86,466101,470764,4664,0.0043177893
A4,10,76002,81044,5043,A4,86,466101,470764,4664,0.0030049367
A4,11,81045,86089,5045,A4,86,466101,470764,4664,0.0038618322
A4,12,86090,91134,5045,A4,86,466101,470764,4664,0.0038618322
A4,13,91135,96179,5045,A4,86,466101,470764,4664,0.0038618322
A4,14,96180,101224,5045,A4,86,466101,470764,4664,0.0038618322
A4,15,101225,106268,5044,A4,86,466101,470764,4664,0.0036496350
A4,16,106269,111309,5041,A4,86,466101,470764,4664,0.0040798798
A4,17,111310,116353,5044,A4,86,466101,470764,4664,0.0036496350
A4,18,116354,121400,5047,A4,86,466101,470764,4664,0.0042909247
A4,19,121401,126447,5047,A4,86,466101,470764,4664,0.0025745548
A4,20,126448,131479,5032,A4,86,466101,470764,4664,0.0027902983
A4,21,131480,136511,5032,A4,86,466101,470764,4664,0.0027902983
A4,22,136512,141556,5045,A4,86,466101,470764,4664,0.0030036473
A4,23,141557,146561,5005,A4,86,466101,470764,4664,0.0032460506
A4,24,146562,151606,5045,A4,86,466101,470764,4664,0.0032181935
A4,25,151607,156640,5034,A4,86,466101,470764,4664,0.0032181935
A4,26,156641,161685,5045,A4,86,466101,470764,4664,0.0032181935
A4,27,161686,166730,5045,A4,86,466101,470764,4664,0.0032181935
A4,28,166731,171775,5045,A4,86,466101,470764,4664,0.0032181935
A4,29,171776,176816,5041,A4,86,466101,470764,4664,0.0030062272
A4,30,176817,181861,5045,A4,86,466101,470764,4664,0.0027891011
A4,31,181862,186906,5045,A4,86,466101,470764,4664,0.0027891011
A4,32,186907,191947,5041,A4,86,466101,470764,4664,0.0030062272
A4,33,191948,196989,5042,A4,86,466101,470764,4664,0.0030036473
A4,34,196990,202034,5045,A4,86,466101,470764,4664,0.0025745548
A4,35,202035,207068,5034,A4,86,466101,470764,4664,0.0032181935
A4,36,207069,212101,5033,A4,86,466101,470764,4664,0.0030114003
A4,37,212102,217133,5032,A4,86,466101,470764,4664,0.0027950978
A4,39,229232,234273,5042,A4,86,466101,470764,4664,0.0025745548
A4,40,234274,239307,5034,A4,86,466101,470764,4664,0.0030036473
A4,41,239308,244352,5045,A4,86,466101,470764,4664,0.0025745548
A4,42,244353,249384,5032,A4,86,466101,470764,4664,0.0030101054
A4,43,249385,254424,5040,A4,86,466101,470764,4664,0.0030049367
A4,44,254425,259458,5034,A4,86,466101,470764,4664,0.0027891011
A4,45,259459,264482,5024,A4,86,466101,470764,4664,0.0036551279
A4,46,264483,269524,5042,A4,86,466101,470764,4664,0.0030055818
A4,47,269525,274568,5044,A4,86,466101,470764,4664,0.0036480687
A4,48,274569,279611,5043,A4,86,466101,470764,4664,0.0034342134
A4,49,279612,284654,5043,A4,86,466101,470764,4664,0.0038634900
A4,50,284655,289699,5045,A4,86,466101,470764,4664,0.0038618322
A4,51,289700,294744,5045,A4,86,466101,470764,4664,0.0034327398
A4,52,294745,299776,5032,A4,86,466101,470764,4664,0.0045074050
A4,53,299777,304808,5032,A4,86,466101,470764,4664,0.0038634900
A4,54,304809,309853,5045,A4,86,466101,470764,4664,0.0032181935
A4,55,309854,314898,5045,A4,86,466101,470764,4664,0.0030036473
A4,56,314899,319945,5047,A4,86,466101,470764,4664,0.0030036473
A4,57,319946,324996,5051,A4,86,466101,470764,4664,0.0045054709
A4,58,324997,330047,5051,A4,86,466101,470764,4664,0.0045054709
A4,59,330048,335098,5051,A4,86,466101,470764,4664,0.0047200172
A4,60,335099,340146,5048,A4,86,466101,470764,4664,0.0045083727
A4,61,340147,345197,5051,A4,86,466101,470764,4664,0.0042909247
A4,62,345198,350247,5050,A4,86,466101,470764,4664,0.0047210300
A4,63,350248,355293,5046,A4,86,466101,470764,4664,0.0042946103
A4,64,355294,360334,5041,A4,86,466101,470764,4664,0.0030062272
A4,65,360335,365382,5048,A4,86,466101,470764,4664,0.0038610039
A4,66,365383,370416,5034,A4,86,466101,470764,4664,0.0043010753
A4,67,370417,375450,5034,A4,86,466101,470764,4664,0.0038709677
A4,68,375451,380470,5020,A4,86,466101,470764,4664,0.0032355479
A4,69,380471,385488,5018,A4,86,466101,470764,4664,0.0028053517
A4,70,385489,390536,5048,A4,86,466101,470764,4664,0.0038610039
A4,71,390537,395578,5042,A4,86,466101,470764,4664,0.0030055818
A4,72,395579,400626,5048,A4,86,466101,470764,4664,0.0025740026
A4,73,400627,405668,5042,A4,86,466101,470764,4664,0.0036496350
A4,74,405669,410716,5048,A4,86,466101,470764,4664,0.0038610039
A4,75,410717,415764,5048,A4,86,466101,470764,4664,0.0038610039
A4,76,415765,420812,5048,A4,86,466101,470764,4664,0.0038610039
A4,77,420813,425864,5052,A4,86,466101,470764,4664,0.0038610039
A4,78,425865,430902,5038,A4,86,466101,470764,4664,0.0043010753
A4,79,430903,435954,5052,A4,86,466101,470764,4664,0.0038610039
A4,80,435955,440993,5039,A4,86,466101,470764,4664,0.0034401204
A4,81,440994,446027,5034,A4,86,466101,470764,4664,0.0038709677
A4,82,446028,451045,5018,A4,86,466101,470764,4664,0.0030211480
A4,83,451046,456063,5018,A4,86,466101,470764,4664,0.0032369443
A4,84,456064,461077,5014,A4,86,466101,470764,4664,0.0032397408
A4,85,461078,466100,5023,A4,86,466101,470764,4664,0.0032362460
ISO1,1,30629,35521,4893,A4,87,470765,475583,4819,0.0077369439
ISO1,2,35522,40585,5064,A4,87,470765,475583,4819,0.0068507370
ISO1,3,40586,45646,5061,A4,87,470765,475583,4819,0.0070627337
ISO1,4,45647,50708,5062,A4,87,470765,475583,4819,0.0072689512
ISO1,6,64750,69811,5062,A4,87,470765,475583,4819,0.0070612669
ISO1,7,69812,74872,5061,A4,87,470765,475583,4819,0.0070627337
ISO1,8,74873,79933,5061,A4,87,470765,475583,4819,0.0072704612
ISO1,9,79934,84994,5061,A4,87,470765,475583,4819,0.0070627337
ISO1,10,84995,90055,5061,A4,87,470765,475583,4819,0.0072704612
ISO1,11,90056,95116,5061,A4,87,470765,475583,4819,0.0068550062
ISO1,12,95117,100177,5061,A4,87,470765,475583,4819,0.0070627337
ISO1,13,100178,105238,5061,A4,87,470765,475583,4819,0.0072704612
ISO1,14,105239,110278,5040,A4,87,470765,475583,4819,0.0072795341
ISO1,15,110279,115322,5044,A4,87,470765,475583,4819,0.0062331186
ISO1,16,115323,120367,5045,A4,87,470765,475583,4819,0.0062331186
ISO1,17,120368,125412,5045,A4,87,470765,475583,4819,0.0062331186
ISO1,18,125413,130457,5045,A4,87,470765,475583,4819,0.0064408893
ISO1,19,130458,135497,5040,A4,87,470765,475583,4819,0.0066555740
ISO1,20,135498,140544,5047,A4,87,470765,475583,4819,0.0064355408
ISO1,21,140545,145565,5021,A4,87,470765,475583,4819,0.0062656642
ISO1,22,145566,150587,5022,A4,87,470765,475583,4819,0.0056367432
ISO1,23,150588,155609,5022,A4,87,470765,475583,4819,0.0056367432
ISO1,24,155610,160651,5042,A4,87,470765,475583,4819,0.0056133056
ISO1,25,160652,165693,5042,A4,87,470765,475583,4819,0.0058212058
ISO1,26,165694,170724,5031,A4,87,470765,475583,4819,0.0060429256
ISO1,27,170725,175758,5034,A4,87,470765,475583,4819,0.0062473969
ISO1,28,175759,180794,5036,A4,87,470765,475583,4819,0.0056203164
ISO1,29,180795,185839,5045,A4,87,470765,475583,4819,0.0056098068
ISO1,30,185840,190882,5043,A4,87,470765,475583,4819,0.0058175774
ISO1,31,190883,195908,5026,A4,87,470765,475583,4819,0.0081317765
ISO1,32,195909,200944,5036,A4,87,470765,475583,4819,0.0056203164
ISO1,33,200945,205989,5045,A4,87,470765,475583,4819,0.0056098068
ISO1,34,205990,211027,5038,A4,87,470765,475583,4819,0.0056144729
ISO1,35,211028,216069,5042,A4,87,470765,475583,4819,0.0062331186
ISO1,36,216070,221113,5044,A4,87,470765,475583,4819,0.0066486599
ISO1,37,221114,226158,5045,A4,87,470765,475583,4819,0.0062331186
ISO1,38,226159,231203,5045,A4,87,470765,475583,4819,0.0056098068
ISO1,39,231204,236248,5045,A4,87,470765,475583,4819,0.0060253480
ISO1,40,236249,241293,5045,A4,87,470765,475583,4819,0.0056098068
ISO1,41,241294,246338,5045,A4,87,470765,475583,4819,0.0060253480
ISO1,42,246339,251383,5045,A4,87,470765,475583,4819,0.0056098068
ISO1,43,251384,256422,5039,A4,87,470765,475583,4819,0.0060328687
ISO1,44,256423,261437,5015,A4,87,470765,475583,4819,0.0060631403
ISO1,45,261438,266482,5045,A4,87,470765,475583,4819,0.0062331186
ISO1,46,266483,271497,5015,A4,87,470765,475583,4819,0.0060631403
ISO1,47,271498,276542,5045,A4,87,470765,475583,4819,0.0060253480
ISO1,48,276543,281589,5047,A4,87,470765,475583,4819,0.0058151610
ISO1,49,281590,286634,5045,A4,87,470765,475583,4819,0.0058175774
ISO1,50,286635,291684,5050,A4,87,470765,475583,4819,0.0056028222
ISO1,51,291685,296729,5045,A4,87,470765,475583,4819,0.0074797424
ISO1,52,296730,301774,5045,A4,87,470765,475583,4819,0.0056098068
ISO1,53,301775,306819,5045,A4,87,470765,475583,4819,0.0062331186
ISO1,54,306820,311869,5050,A4,87,470765,475583,4819,0.0056028222
ISO1,55,311870,316919,5050,A4,87,470765,475583,4819,0.0068478938
ISO1,56,316920,321971,5052,A4,87,470765,475583,4819,0.0068478938
ISO1,57,321972,327021,5050,A4,87,470765,475583,4819,0.0068478938
ISO1,58,327022,332066,5045,A4,87,470765,475583,4819,0.0072719717
ISO1,59,332067,337113,5047,A4,87,470765,475583,4819,0.0056039851
ISO1,60,337114,342473,5360,A4,87,470765,475583,4819,0.0066403818
ISO1,61,342474,347536,5063,A4,87,470765,475583,4819,0.0068478938
ISO1,62,347537,352584,5048,A4,87,470765,475583,4819,0.0070554057
ISO1,63,352585,357631,5047,A4,87,470765,475583,4819,0.0072674419
ISO1,64,357632,362683,5052,A4,87,470765,475583,4819,0.0093496780
ISO1,65,362684,368037,5354,A4,87,470765,475583,4819,0.0064328699
ISO1,66,368038,373098,5061,A4,87,470765,475583,4819,0.0058103341
ISO1,67,373099,378146,5048,A4,87,470765,475583,4819,0.0072749948
ISO1,68,378147,382223,4077,A4,87,470765,475583,4819,0.0083355040
ISO1,69,382224,386263,4040,A4,87,470765,475583,4819,0.0081536034
ISO1,70,386264,391320,5057,A4,87,470765,475583,4819,0.0066403818
ISO1,71,391321,396373,5053,A4,87,470765,475583,4819,0.0062305296
ISO1,72,396374,401428,5055,A4,87,470765,475583,4819,0.0064355408
ISO1,73,401429,406464,5036,A4,87,470765,475583,4819,0.0077115465
ISO1,74,406465,411500,5036,A4,87,470765,475583,4819,0.0072947061
ISO1,75,411501,416554,5054,A4,87,470765,475583,4819,0.0068507370
ISO1,76,416555,421609,5055,A4,87,470765,475583,4819,0.0068507370
ISO1,78,434234,439288,5055,A4,87,470765,475583,4819,0.0066431389
ISO1,79,439289,444341,5053,A4,87,470765,475583,4819,0.0068535826
ISO1,80,444342,449394,5053,A4,87,470765,475583,4819,0.0066458982
ISO1,81,449395,454447,5053,A4,87,470765,475583,4819,0.0068535826
ISO1,82,454448,459500,5053,A4,87,470765,475583,4819,0.0066458982
ISO1,83,459501,464563,5063,A4,87,470765,475583,4819,0.0064382139
ISO1,84,464564,469616,5053,A4,87,470765,475583,4819,0.0062305296
ISO1,85,469617,474669,5053,A4,87,470765,475583,4819,0.0066458982
ISO1,87,482384,487448,5065,A4,87,470765,475583,4819,0.0066403818
ISO1,88,487449,492492,5044,A4,87,470765,475583,4819,0.0062500000
ISO1,89,492493,497531,5039,A4,87,470765,475583,4819,0.0058345489
ISO1,90,497532,502586,5055,A4,87,470765,475583,4819,0.0070583351
ISO1,91,502587,507642,5056,A4,87,470765,475583,4819,0.0066431389
ISO1,92,507643,512696,5054,A4,87,470765,475583,4819,0.0066445183
ISO1,93,512697,517745,5049,A4,87,470765,475583,4819,0.0049833887
ISO1,94,517746,522579,4834,A4,87,470765,475583,4819,0.0049927190
ISO1,95,522580,527421,4842,A4,87,470765,475583,4819,0.0053997923
ISO1,96,527422,532470,5049,A4,87,470765,475583,4819,0.0083108248
ISO1,97,532471,537316,4846,A4,87,470765,475583,4819,0.0056098068
ISO1,98,537317,542156,4840,A4,87,470765,475583,4819,0.0058175774
ISO1,99,542157,547206,5050,A4,87,470765,475583,4819,0.0099854379
ISO1,100,547207,552047,4841,A4,87,470765,475583,4819,0.0056156406
ISO1,101,552048,556887,4840,A4,87,470765,475583,4819,0.0058175774
ISO1,102,556888,561721,4834,A4,87,470765,475583,4819,0.0074890784
ISO1,103,561722,566767,5046,A4,87,470765,475583,4819,0.0083108248
ISO1,104,566768,571813,5046,A4,87,470765,475583,4819,0.0078920042
ISO1,105,571814,576859,5046,A4,87,470765,475583,4819,0.0078920042
ISO1,106,576860,581905,5046,A4,87,470765,475583,4819,0.0078920042
ISO1,107,581906,586739,4834,A4,87,470765,475583,4819,0.0049927190
ISO1,108,586740,591785,5046,A4,87,470765,475583,4819,0.0078952836
ISO1,109,591786,596631,4846,A4,87,470765,475583,4819,0.0058175774
ISO1,110,596632,601677,5046,A4,87,470765,475583,4819,0.0083108248
ISO1,111,601678,606721,5044,A4,87,470765,475583,4819,0.0081030542
ISO1,112,606722,611766,5045,A4,87,470765,475583,4819,0.0078952836
A4,1,30943,35996,5054,A4,87,470765,475583,4819,0.0074797424
A4,2,35997,41057,5061,A4,87,470765,475583,4819,0.0076859161
A4,3,41058,46120,5063,A4,87,470765,475583,4819,0.0076827243
A4,4,46121,51184,5064,A4,87,470765,475583,4819,0.0072659332
A4,5,51185,56230,5046,A4,87,470765,475583,4819,0.0068521595
A4,6,56231,61272,5042,A4,87,470765,475583,4819,0.0066528067
A4,7,61273,66317,5045,A4,87,470765,475583,4819,0.0064382139
A4,8,66318,70985,4668,A4,87,470765,475583,4819,0.0081245768
A4,9,70986,76001,5016,A4,87,470765,475583,4819,0.0033243299
A4,10,76002,81044,5043,A4,87,470765,475583,4819,0.0066486599
A4,11,81045,86089,5045,A4,87,470765,475583,4819,0.0058175774
A4,12,86090,91134,5045,A4,87,470765,475583,4819,0.0058175774
A4,13,91135,96179,5045,A4,87,470765,475583,4819,0.0058175774
A4,14,96180,101224,5045,A4,87,470765,475583,4819,0.0058175774
A4,15,101225,106268,5044,A4,87,470765,475583,4819,0.0058139535
A4,16,106269,111309,5041,A4,87,470765,475583,4819,0.0060303597
A4,17,111310,116353,5044,A4,87,470765,475583,4819,0.0058139535
A4,18,116354,121400,5047,A4,87,470765,475583,4819,0.0062279427
A4,19,121401,126447,5047,A4,87,470765,475583,4819,0.0060203446
A4,20,126448,131479,5032,A4,87,470765,475583,4819,0.0060416667
A4,21,131480,136511,5032,A4,87,470765,475583,4819,0.0056250000
A4,22,136512,141556,5045,A4,87,470765,475583,4819,0.0060253480
A4,23,141557,146561,5005,A4,87,470765,475583,4819,0.0062853551
A4,24,146562,151606,5045,A4,87,470765,475583,4819,0.0062331186
A4,25,151607,156640,5034,A4,87,470765,475583,4819,0.0062473969
A4,26,156641,161685,5045,A4,87,470765,475583,4819,0.0062331186
A4,27,161686,166730,5045,A4,87,470765,475583,4819,0.0064408893
A4,28,166731,171775,5045,A4,87,470765,475583,4819,0.0064408893
A4,29,171776,176816,5041,A4,87,470765,475583,4819,0.0062357098
A4,30,176817,181861,5045,A4,87,470765,475583,4819,0.0060253480
A4,31,181862,186906,5045,A4,87,470765,475583,4819,0.0060253480
A4,32,186907,191947,5041,A4,87,470765,475583,4819,0.0062383032
A4,33,191948,196989,5042,A4,87,470765,475583,4819,0.0060291060
A4,34,196990,202034,5045,A4,87,470765,475583,4819,0.0058175774
A4,35,202035,207068,5034,A4,87,470765,475583,4819,0.0060391504
A4,36,207069,212101,5033,A4,87,470765,475583,4819,0.0062486982
A4,37,212102,217133,5032,A4,87,470765,475583,4819,0.0062500000
A4,39,229232,234273,5042,A4,87,470765,475583,4819,0.0060291060
A4,40,234274,239307,5034,A4,87,470765,475583,4819,0.0058309038
A4,41,239308,244352,5045,A4,87,470765,475583,4819,0.0058175774
A4,42,244353,249384,5032,A4,87,470765,475583,4819,0.0064583333
A4,43,249385,254424,5040,A4,87,470765,475583,4819,0.0064475874
A4,44,254425,259458,5034,A4,87,470765,475583,4819,0.0060391504
A4,45,259459,264482,5024,A4,87,470765,475583,4819,0.0064691152
A4,46,264483,269524,5042,A4,87,470765,475583,4819,0.0056098068
A4,47,269525,274568,5044,A4,87,470765,475583,4819,0.0058175774
A4,48,274569,279611,5043,A4,87,470765,475583,4819,0.0064408893
A4,49,279612,284654,5043,A4,87,470765,475583,4819,0.0066486599
A4,50,284655,289699,5045,A4,87,470765,475583,4819,0.0066486599
A4,51,289700,294744,5045,A4,87,470765,475583,4819,0.0062331186
A4,52,294745,299776,5032,A4,87,470765,475583,4819,0.0072886297
A4,53,299777,304808,5032,A4,87,470765,475583,4819,0.0064556435
A4,54,304809,309853,5045,A4,87,470765,475583,4819,0.0060253480
A4,55,309854,314898,5045,A4,87,470765,475583,4819,0.0058175774
A4,56,314899,319945,5047,A4,87,470765,475583,4819,0.0058175774
A4,57,319946,324996,5051,A4,87,470765,475583,4819,0.0068564305
A4,58,324997,330047,5051,A4,87,470765,475583,4819,0.0064408893
A4,59,330048,335098,5051,A4,87,470765,475583,4819,0.0066486599
A4,60,335099,340146,5048,A4,87,470765,475583,4819,0.0064435668
A4,61,340147,345197,5051,A4,87,470765,475583,4819,0.0062331186
A4,62,345198,350247,5050,A4,87,470765,475583,4819,0.0066486599
A4,63,350248,355293,5046,A4,87,470765,475583,4819,0.0076843198
A4,64,355294,360334,5041,A4,87,470765,475583,4819,0.0070686071
A4,65,360335,365382,5048,A4,87,470765,475583,4819,0.0072674419
A4,66,365383,370416,5034,A4,87,470765,475583,4819,0.0060391504
A4,67,370417,375450,5034,A4,87,470765,475583,4819,0.0066638900
A4,68,375451,380470,5020,A4,87,470765,475583,4819,0.0043613707
A4,69,380471,385488,5018,A4,87,470765,475583,4819,0.0043631830
A4,70,385489,390536,5048,A4,87,470765,475583,4819,0.0066445183
A4,71,390537,395578,5042,A4,87,470765,475583,4819,0.0070686071
A4,72,395579,400626,5048,A4,87,470765,475583,4819,0.0070598007
A4,73,400627,405668,5042,A4,87,470765,475583,4819,0.0072765073
A4,74,405669,410716,5048,A4,87,470765,475583,4819,0.0074750831
A4,75,410717,415764,5048,A4,87,470765,475583,4819,0.0070598007
A4,76,415765,420812,5048,A4,87,470765,475583,4819,0.0074750831
A4,77,420813,425864,5052,A4,87,470765,475583,4819,0.0072644251
A4,78,425865,430902,5038,A4,87,470765,475583,4819,0.0062421973
A4,79,430903,435954,5052,A4,87,470765,475583,4819,0.0072644251
A4,80,435955,440993,5039,A4,87,470765,475583,4819,0.0058272633
A4,81,440994,446027,5034,A4,87,470765,475583,4819,0.0066638900
